tags|intent
brighten###B-attribute the###B-mask photo###I-mask|adjust
use###B-action a###O slight###B-value blur###B-attribute effect###I-attribute around###B-mask the###I-mask exterior###I-mask of###I-mask the###I-mask photo###I-mask|apply
remove###B-action the###I-mask man###I-mask in###I-mask the###I-mask picture###I-mask at###I-mask the###I-mask register###I-mask|delete
brighten###B-attribute up###B-value the###I-intent picture###I-mask in###I-mask the###I-intent back###I-mask halfthe###B-intent case###I-intent and###I-intent the###I-intent lighting###I-intent is###I-intent dark###I-intent|adjust
bring###B-action the###I-mask pastries###I-mask in###I-mask the###I-mask case###I-mask more###B-value into###I-value focus###B-attribute|adjust
remove###B-action the###I-mask reflection###I-mask in###I-mask the###I-mask first###I-mask case###I-mask|delete
remove###B-action the###I-mask tshirts###I-mask on###I-mask the###I-mask wall###I-mask they###B-intent look###I-intent messy###I-intent|delete
lighten###B-attribute up###B-value the###B-mask background###I-mask it###B-intent is###I-intent very###I-intent dark###I-intent|adjust
sharpen###B-attribute the###I-mask signs###I-mask on###I-mask top###I-mask of###I-mask the###I-mask counters###I-mask they###B-intent are###I-intent a###I-intent little###I-intent blurry###I-intent|adjust
also###O sharped###B-attribute some###B-value of###I-value the###I-mask signs###I-mask on###I-mask the###I-mask pastries###I-mask|adjust
fix###B-action the###I-mask glare###I-mask on###I-mask the###I-mask second###I-mask counter###I-mask|delete
decrease###B-action the###B-mask light###B-attribute on###O the###B-mask display###I-mask case###I-mask and###O add###B-action more###I-intent saturation###B-attribute to###O the###B-mask pastries###I-mask so###B-intent they###I-intent stand###I-intent out###I-intent more###I-intent|adjust
lighten###B-attribute brighten###B-attribute right###B-mask of###I-mask photo###I-mask where###I-mask man###I-mask in###I-mask headphones###I-mask is###I-mask standing###I-mask|adjust
tone###B-action down###B-value the###B-mask first###I-mask bakery###I-mask counter###I-mask and###O add###B-action more###B-value contrast###B-attribute|adjust
second###B-mask bakery###I-mask counter###I-mask needs###B-action brightening###B-attribute work###B-action on###O glare###B-mask in###I-mask the###I-mask glass###I-mask|delete
contrast###B-attribute and###O brighten###B-attribute sales###B-mask person###I-mask behind###I-mask counter###I-mask|adjust
candy###B-mask on###I-mask bakery###I-mask counter###I-mask could###B-intent be###I-intent way###I-intent clear###I-intent more###B-value contrast###B-attribute|adjust
remove###B-action the###I-mask pies###I-mask from###I-mask the###I-mask display###I-mask case###I-mask and###O add###O pumpkins###B-dstobject instead###O|replace
remove###B-action the###I-mask man###I-mask who###I-mask is###I-mask standing###I-mask in###I-mask front###I-mask of###I-mask the###I-mask counter###I-mask top###I-mask|delete
there###O is###O a###I-dstobject reflection###I-dstobject in###I-mask the###I-mask middle###I-mask display###I-mask case###I-mask please###O remove###B-action it###I-action and###I-action replace###I-action it###I-action with###O a###I-dstobject subtle###I-dstobject reflection###I-dstobject of###I-dstobject a###I-dstobject goblin###I-dstobject|replace
give###B-action the###I-mask lady###I-mask working###I-mask behind###I-mask the###I-mask counter###I-mask an###O afro###B-mask|add
crack###B-action the###I-mask glass###I-mask of###I-mask the###I-mask display###I-mask case###I-mask all###I-mask the###I-mask way###I-mask to###I-mask the###I-mask left###I-mask|other
it###B-intent would###I-intent look###I-intent better###I-intent if###O the###B-mask customer###I-mask was###O cropped###B-action from###O the###B-mask picture###O|crop
if###B-comment the###I-comment floor###I-comment was###I-comment made###I-comment to###I-comment look###I-comment shinier###I-comment|comment
the###I-mask area###I-mask around###I-mask the###I-mask pie###I-mask case###I-mask needs###B-action to###O have###O brighter###B-value lighting###B-attribute|adjust
remove###B-action the###B-mask reflection###I-mask from###O the###B-mask smaller###I-mask (###I-mask shorter###I-mask )###I-mask display###I-mask case###I-mask|delete
brighten###B-attribute the###I-intent second###I-mask display###I-mask case###I-mask so###B-intent that###I-intent the###I-intent items###I-intent are###I-intent visible###I-intent|adjust
edit###B-action out###I-action the###I-mask squash###I-mask on###I-mask top###I-mask of###I-mask the###I-mask case###I-mask|delete
darken###B-attribute the###B-mask background###I-mask|adjust
apply###B-action a###O gaussian###B-attribute blur###I-attribute sideways###B-mask|apply
increase###B-action the###O contrast###B-attribute|adjust
increase###B-action the###O saturation###B-attribute|adjust
clone###B-action more###B-mask pastries###I-mask to###B-intent make###I-intent the###I-intent trays###I-intent look###I-intent full###I-intent|clone
top###B-mask of###I-mask the###I-mask photo###I-mask is###O over###B-value exposed###B-attribute|adjust
bottom###B-mask left###I-mask is###O under###B-value exposed###B-attribute|adjust
soften###B-action contrast###B-attribute slightly###B-value|adjust
enhance###B-action colors###B-attribute :###I-attribute orange###I-attribute red###I-attribute and###I-attribute yellow###I-attribute by###B-value +###I-value 10###I-value 15###I-value|adjust
shadows###B-attribute +###B-value 28###I-value to###B-intent balance###I-intent the###I-intent second###I-intent shelf###I-intent after###I-intent previous###I-intent edits###I-intent|adjust
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action less###B-value sharper###B-attribute|adjust
the###B-comment image###I-comment is###I-comment too###I-comment centered###I-comment|comment
make###B-action the###I-mask lines###I-mask on###I-mask the###I-mask chocolate###I-mask more###B-intent distinct###I-intent|adjust
add###B-action pepperonis###B-mask to###O the###B-mask pizza###I-mask|add
add###B-action berries###B-mask to###O the###I-mask tops###I-mask of###I-mask the###I-mask cheese###I-mask danish###I-mask|add
arrange###B-action all###B-mask of###I-intent the###I-mask food###I-mask so###B-intent there###I-intent are###I-intent 5###I-intent of###I-intent each###I-intent type###I-intent on###I-intent a###I-intent tray###I-intent and###I-intent they###I-intent are###I-intent shaped###I-intent in###I-intent a###I-intent cross###I-intent formation###I-intent|move
make###B-action the###B-mask hotdogs###I-mask look###B-intent shriveled###I-intent|transform
crop###B-action out###B-value as###B-value much###I-value of###I-value the###B-mask top###I-mask window###I-mask as###B-value possible###I-value|crop
adjust###B-action contrast###B-attribute to###B-intent make###I-intent food###I-intent more###I-intent interesting###I-intent|adjust
use###B-action blur###B-attribute to###B-intent focus###I-intent on###I-intent right###I-intent side###I-intent of###I-intent photo###I-intent|adjust
make###B-action the###B-mask picture###I-mask brighter###B-attribute|adjust
slightly###B-value tilt###B-action counter###B-value clockwise###I-value|rotate
leftside###B-comment of###I-comment the###I-comment photo###I-comment lower###I-comment corner###I-comment|comment
some###B-mask of###I-mask the###I-mask carrots###I-mask are###O yellow###B-attribute but###O look###O washed###O out###O please###O deepen###B-action the###I-mask yellow###B-attribute color###I-attribute|adjust
in###I-mask foreground###I-mask remove###B-action the###I-mask sign###I-mask in###I-mask the###I-mask middle###I-mask if###I-mask the###I-mask pile###I-mask of###I-mask greens###I-mask|delete
leftside###B-mask of###I-mask photo###I-mask upper###I-mask quaderant###I-mask remove###B-action the###B-mask dora###I-mask balloon###I-mask|delete
leftside###B-mask woman###I-mask in###I-mask pink###I-mask coat###I-mask please###O change###B-action color###B-attribute to###O violet###B-value|adjust
make###B-action the###O carrots###B-mask more###B-intent noticabke###I-intent in###O color###B-attribute|adjust
make###B-action the###B-mask greens###I-mask more###B-value vibrant###B-attribute|adjust
make###B-action the###O purples###B-attribute pop###B-intent in###O tbe###B-mask shirts###I-mask|adjust
unfocus###B-attribute on###O tbe###B-mask bag###I-mask the###I-mask guy###I-mask is###I-mask holding###I-mask|adjust
blurr###B-attribute the###B-mask image###I-mask in###O a###O sort###O and###O focus###B-action on###O tbe###B-mask fresh###I-mask veggies###I-mask|adjust
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
the###B-comment image###I-comment is###I-comment too###I-comment centered###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
replace###B-action the###B-mask lady###I-mask s###I-mask traditional###I-mask hat###I-mask with###O a###O baseball###B-dstobject cat###I-dstobject|replace
turn###B-action the###B-mask vegtables###I-mask into###O piles###B-dstobject of###I-dstobject gummy###I-dstobject bears###I-dstobject|replace
make###B-action everyone###B-mask working###I-mask at###I-mask the###I-value farmer###I-mask s###I-mask market###I-mask african###B-dstobject american###I-dstobject except###B-value for###I-value the###I-value first###I-value lady###I-value i###I-value asked###I-value you###I-value to###I-value edit###I-value|replace
remove###B-action the###B-mask trees###I-mask from###O the###B-mask background###I-mask|delete
add###B-action snowfall###B-mask in###O the###B-mask background###I-mask|add
decrease###B-action whites###B-attribute|adjust
darken###B-attribute the###B-mask sky###I-mask|adjust
apply###B-action a###O gaussian###B-attribute blur###I-attribute to###O the###B-mask background###I-mask|apply
lighten###B-attribute the###O woman###B-mask s###I-mask face###I-mask|adjust
remove###B-action the###B-mask balloon###I-mask|delete
add###B-action a###B-value few###I-value more###I-value art###B-mask pieces###I-mask behind###I-mask the###I-mask group###I-mask of###I-mask people###I-mask|add
remove###B-action the###B-mask newspaper###B-mask from###O the###B-mask person###I-mask sitting###I-mask down###B-destination and###O put###B-action her###O arms###B-mask down###B-destination|move
make###B-action the###I-mask wall###I-mask behind###I-mask the###I-mask people###I-mask sitting###I-mask white###B-value in###O color###B-attribute|adjust
add###B-action two###B-mask people###I-mask to###B-intent fill###I-intent the###B-mask empty###I-mask chairs###I-mask|add
remove###B-action the###B-mask silver###B-mask suitcase###I-mask from###O the###B-mask floor###I-mask|delete
remove###B-action chairs###B-mask|delete
have###B-comment both###I-comment people###I-comment look###I-comment at###I-comment camera###I-comment|comment
center###B-comment photo###I-comment more###I-comment|comment
do###B-action nt###I-action show###I-action people###B-mask in###I-mask line###I-mask|delete
cut###B-action to###B-intent rempve###I-intent overhead###I-intent lights###I-intent|crop
it###B-comment is###I-comment kind###I-comment of###I-comment tilted###I-comment|comment
the###B-comment photo###I-comment frames###I-comment look###I-comment more###I-comment out###I-comment|comment
the###B-comment focus###I-comment is###I-comment more###I-comment seems###I-comment like###I-comment on###I-comment walls###I-comment|comment
there###B-comment is###I-comment so###I-comment much###I-comment brightness###I-comment|comment
it###B-comment seems###I-comment good###I-comment other###I-comment than###I-comment that###I-comment|comment
the###I-comment camera###I-comment angle###I-comment needs###I-comment to###I-comment be###I-comment changed###I-comment to###I-comment where###I-comment it###I-comment is###I-comment front###I-comment facing###I-comment the###I-comment people###I-comment|comment
add###B-action a###B-value little###I-value more###I-value lighting###B-mask make###B-action it###O a###B-value little###I-value brighter###B-attribute|adjust
put###B-comment the###I-comment lense###I-comment focus###I-comment ont###I-comment he###I-comment people###I-comment not###I-comment the###I-comment chairs###I-comment|comment
make###B-comment the###I-comment lady###I-comment put###I-comment the###I-comment news###I-comment paper###I-comment down###I-comment|comment
make###B-comment everyone###I-comment face###I-comment towards###I-comment the###I-comment camera###I-comment|comment
the###B-comment image###I-comment is###I-comment too###I-comment small###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
the###B-mask photo###I-mask contrast###B-attribute needs###B-action to###O be###O less###B-value|adjust
increase###B-action the###O resolution###B-attribute|adjust
increase###B-action the###O contrast###B-attribute|adjust
add###B-action a###O warm###B-value hue###B-attribute|adjust
crop###B-action the###B-mask image###I-mask|crop
increase###B-action the###O saturation###B-attribute|adjust
increase###B-action contrast###B-attribute|adjust
increase###B-action saturation###B-attribute|adjust
reduce###B-action glare###B-attribute in###B-mask front###I-mask|adjust
reduce###B-action glare###B-attribute from###O window###B-mask in###I-mask the###I-mask back###I-mask|adjust
apply###B-action a###O gaussian###B-attribute blur###I-attribute to###O the###B-mask background###I-mask|apply
the###B-comment image###I-comment is###I-comment too###I-comment small###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
the###B-comment image###I-comment is###I-comment too###I-comment centered###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
there###B-intent is###I-intent not###I-intent enough###I-intent detail###I-intent in###I-intent the###I-intent shadows###B-attribute please###O lessen###B-action the###I-intent shadows###B-attribute so###B-intent more###I-intent detail###I-intent shows###I-intent|adjust
the###B-mask highlights###B-attribute on###O the###B-mask pastries###I-mask are###O too###O hot###O please###O tone###B-action those###O down###B-value so###B-intent i###I-intent can###I-intent see###I-intent more###I-intent detail###I-intent|adjust
in###O the###I-dstobject right###O upper###O corner###O of###I-dstobject the###I-dstobject photo###I-dstobject there###O is###O a###O red###B-mask object###I-mask please###O replace###B-action this###O with###O the###I-dstobject same###B-dstobject back###I-dstobject background###I-dstobject as###I-dstobject the###I-dstobject rest###I-dstobject of###I-dstobject the###I-dstobject photo###I-dstobject|replace
the###B-intent color###I-intent yellow###I-attribute is###I-intent too###I-intent saturated###I-intent in###I-intent this###I-intent photo###I-intent please###O lessen###B-action the###B-intent saturation###B-attribute of###I-attribute yellow###I-attribute so###I-intent it###I-intent doesn###I-intent not###I-intent look###I-intent so###I-intent artificial###I-intent|adjust
please###O crop###B-action or###O trim###O the###I-intent bottom###I-mask of###I-intent the###I-intent photo###I-mask so###B-intent only###I-intent the###I-intent metal###I-intent edges###I-intent of###I-intent the###I-intent trays###I-intent are###I-intent showing###I-intent and###I-intent not###I-intent the###I-intent shelving###I-intent|crop
the###I-intent color###O yellow###B-attribute is###O too###O saturated###O please###O tone###B-action down###B-value the###I-intent color###O to###B-intent make###I-intent the###I-intent photo###I-intent appear###I-intent more###I-intent natural###I-intent|adjust
please###O trim###B-action the###I-intent bottom###I-mask of###I-mask the###I-intent photo###I-mask so###B-intent only###I-intent the###I-intent metal###I-intent trays###I-intent show###I-intent and###I-intent not###I-intent the###I-intent case###I-intent|crop
the###O highlights###B-attribute in###O this###O photo###O are###O too###O hot###O please###O tone###B-action these###O down###B-value so###B-intent i###I-intent can###I-intent see###I-intent more###I-intent detail###I-intent|adjust
there###O is###I-dstobject a###O red###B-mask object###I-mask in###I-dstobject the###I-dstobject right###O upper###O corner###O of###I-dstobject the###I-dstobject photo###I-dstobject please###O replace###B-action this###O with###O the###I-dstobject same###B-dstobject dark###I-dstobject background###I-dstobject that###I-dstobject is###I-dstobject visible###I-dstobject in###I-dstobject the###I-dstobject rest###I-dstobject of###I-dstobject the###I-dstobject photo###I-dstobject|replace
there###O is###O not###O enough###O detail###I-intent in###O the###O shadow###B-mask areas###I-mask please###O lessen###B-action the###O shadows###B-attribute so###B-intent as###I-intent to###I-intent see###I-intent more###I-intent detail###I-intent|adjust
separate###B-action the###B-mask donuts###I-mask so###B-intent they###I-intent wo###I-intent nt###I-intent look###I-intent crowded###I-intent|move
do###B-comment nt###I-comment overlap###I-comment donuts###I-comment on###I-comment top###I-comment of###I-comment each###I-comment other###I-comment|comment
separate###B-comment sprinkles###I-comment on###I-comment one###I-comment side###I-comment and###I-comment plain###I-comment on###I-comment another###I-comment|comment
make###B-comment signs###I-comment for###I-comment donuts###I-comment to###I-comment help###I-comment identify###I-comment|comment
the###B-mask lighting###B-attribute on###O the###B-mask donuts###O is###O pretty###O bad###O please###O adjust###B-action the###B-mask image###I-mask so###I-intent that###I-intent it###I-intent doesn###I-intent t###I-intent look###I-intent so###I-intent washed###I-intent out###I-intent|adjust
please###O also###O dial###B-action down###B-value the###B-intent saturation###B-attribute in###O this###B-mask image###I-mask the###B-intent donuts###I-intent do###I-intent not###I-intent look###I-intent natural###I-intent|adjust
can###O you###O please###O also###O crop###B-action this###B-mask image###I-mask so###B-intent that###I-intent the###I-mask picture###I-intent looks###I-intent as###I-intent if###I-intent it###I-intent is###I-intent taken###I-intent straight###I-intent on###I-intent i###O don###O t###O want###O to###O see###O any###O of###O the###I-mask counter###I-mask below###I-mask the###I-mask donut###I-mask trays###I-mask|crop
please###O can###O you###O also###O adjust###B-action the###I-mask coloring###B-attribute a###B-value little###I-value the###I-mask entire###I-intent image###I-mask has###I-intent too###I-intent much###I-intent yellow###I-intent maybe###O add###B-action some###O blue###B-attribute and###O red###B-attribute back###O into###B-mask the###I-mask image###I-mask|adjust
lastly###O the###I-mask donuts###I-mask on###I-mask the###I-mask right###I-mask seem###B-intent a###I-intent little###I-intent blurry###I-intent especially###B-mask the###I-mask ones###I-mask with###I-mask cocnut###I-mask on###I-mask them###I-mask is###O there###O any###O way###O you###O can###O bring###B-action them###I-mask into###O focus###B-attribute more###B-value|adjust
the###I-intent upper###I-mask rack###I-mask could###I-intent be###O cut###B-action and###I-intent edited###O to###I-intent remove###I-intent the###I-intent donut###I-intent that###I-intent s###I-intent on###I-intent top###I-intent of###I-intent the###I-intent plain###I-intent donuts###I-intent and###I-intent to###I-intent take###I-intent away###I-intent some###I-intent of###I-intent the###I-intent clutter###I-intent within###I-intent the###I-intent photo###I-intent making###I-intent the###I-intent photo###I-intent smaller###I-intent could###I-intent make###I-intent it###I-intent more###I-intent aesthetically###I-intent pleasing###I-intent|crop
the###B-mask upper###I-intent rack###I-mask has###I-intent too###I-intent much###I-intent light###B-attribute on###I-intent it###I-intent making###I-intent the###B-mask donuts###I-intent glow###I-intent maybe###O lower###B-action the###B-mask light###B-attribute setting###O for###O the###B-mask top###I-mask rack###I-mask but###O leave###O the###B-mask bottom###O donuts###I-intent as###O they###O are###O|adjust
it###O might###O be###O a###O good###O idea###O to###O cut###B-action out###B-value the###I-mask right###I-mask side###I-mask of###I-mask the###I-mask upper###I-mask rack###I-mask and###O focus###B-attribute on###O the###I-mask donuts###B-mask that###I-mask are###I-mask upright###I-mask|adjust
regarding###B-intent the###I-intent right###I-mask side###I-mask of###I-intent the###I-intent upper###I-mask rack###I-intent the###I-intent donuts###I-intent are###I-intent lit###I-intent so###I-intent brightly###I-intent you###I-intent can###I-intent t###I-intent really###I-intent distinguish###I-intent between###I-intent donuts###I-intent not###B-intent only###I-intent that###I-intent but###I-intent the###I-intent upper###I-mask right###I-mask side###I-mask looks###I-intent blurry###I-intent i###O d###O suggest###O cutting###B-action out###B-value hte###B-mask upper###I-mask right###I-mask side###I-mask not###B-intent just###I-intent for###I-intent the###I-intent reason###I-intent states###I-intent for###I-intent 3###I-intent that###I-intent you###I-intent can###I-intent focus###I-intent on###I-intent the###I-intent upright###I-intent donuts###I-intent but###I-intent also###I-intent to###I-intent get###I-intent rid###I-intent of###I-intent the###I-intent blurry###I-intent donuts###I-intent harsh###I-intent lighting###I-intent|adjust
delete###B-action the###I-intent entire###B-mask upper###I-mask rack###I-intent the###I-intent bottom###I-intent rack###I-intent alone###I-intent looks###I-intent lovely###I-intent and###I-intent could###I-intent easily###I-intent be###I-intent the###I-intent focus###I-intent of###I-intent a###I-intent photo###I-intent rather###I-intent than###I-intent having###I-intent all###I-intent the###I-intent donuts###I-intent squeezed###I-intent into###I-intent a###I-intent single###I-intent picture###I-intent|delete
please###O shuffle###B-action every###B-mask other###I-mask row###I-mask of###I-mask donuts###I-mask with###B-destination one###I-destination another###I-destination|move
please###O place###B-action toothpick###B-mask flags###I-mask in###I-mask some###I-mask of###I-intent the###I-intent donuts###I-intent which###B-intent denote###I-intent the###I-intent price###I-intent of###I-intent those###I-intent donuts###I-intent|add
please###O add###B-action dividers###B-mask between###I-mask each###I-mask row###I-mask of###I-mask donuts###I-mask|add
please###O remove###B-action the###B-mask bottom###I-mask right###I-mask tray###I-mask of###I-mask donuts###I-mask from###O the###B-mask image###O|delete
please###O add###B-action a###I-mask hand###I-mask on###I-mask the###I-mask upper###I-mask right###I-mask side###I-mask which###I-mask is###I-mask remove###I-mask a###I-mask donut###I-mask|add
change###B-action the###I-mask color###B-attribute of###O the###I-mask blinds###I-mask in###I-mask the###I-mask window###I-mask to###O hunter###B-value green###I-value|adjust
the###I-mask entertainment###I-mask center###I-mask in###I-mask of###I-mask the###I-mask pic###I-mask change###B-action color###B-attribute to###O woodgrain###B-value cherry###I-value|adjust
leftside###B-mask of###I-mask pic###I-mask box###I-mask on###I-mask the###I-mask table###I-mask change###B-action color###B-attribute to###O silver###B-value|adjust
remove###B-action towel###B-mask from###O basin###B-mask cabinet###I-mask door###I-mask|delete
change###B-action color###B-attribute of###O walls###B-mask to###O seaform###B-value green###I-value|adjust
right###B-mask side###I-mask of###I-mask pic###I-mask remove###B-action desk###B-mask and###I-mask chair###I-mask change###B-action color###B-attribute of###I-mask entrance###B-mask door###I-mask to###O woodgrain###B-value cherry###I-value and###I-mask remove###B-action lime###B-mask green###I-mask broom###I-mask and###I-mask dust###I-mask pan###I-mask|delete
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-comment image###I-comment is###I-comment too###I-comment dark###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
open###B-action the###I-mask door###B-mask in###I-mask the###I-mask background###I-mask|move
replace###B-action that###O appliance###B-mask in###I-mask the###I-mask middle###I-mask of###I-mask the###I-mask photo###I-mask with###O a###O microwave###B-dstobject|replace
pull###B-action the###O blinds###B-mask apart###B-value as###B-intent though###I-intent someone###I-intent is###I-intent touching###I-intent them###I-intent with###I-intent their###I-intent fingers###I-intent to###I-intent peek###I-intent through###I-intent but###O do###O not###O add###O a###O hand###O or###O a###O person###O|move
remove###B-action the###B-mask water###B-mask bottle###I-mask from###O the###B-mask table###I-mask|delete
add###B-action roaches###B-mask to###O the###B-mask ground###I-mask|add
remove###B-action towel###B-mask and###I-mask broom###I-mask with###O editing###O|delete
crop###B-action to###O remove###O window###B-mask and###I-mask water###I-mask bottle###I-mask|crop
brighten###B-attribute photo###B-mask overall###O|adjust
blur###B-attribute to###I-intent bring###I-intent focus###I-intent to###I-intent the###I-intent center###I-intent|adjust
adjust###B-action contrast###B-attribute to###B-intent improve###I-intent coloring###I-intent of###I-intent photo###I-intent as###I-intent it###I-intent is###I-intent dull###I-intent|adjust
this###B-intent picture###I-intent is###I-intent a###I-intent littl###I-intent egrainy###I-intent make###B-action it###O less###B-value grainy###B-attribute|adjust
this###B-intent picture###I-intent looks###I-intent a###I-intent little###I-intent dark###I-intent make###B-action it###O brighter###B-attribute and###O more###O cheerful###O|adjust
the###I-intent objects###I-intent in###I-intent the###I-intent front###I-intent of###I-intent the###I-intent picture###I-intent is###I-intent blurry###B-attribute make###B-action it###O less###B-value blurry###B-attribute|adjust
make###I-intent the###I-intent green###B-attribute broom###B-mask color###B-attribute pop###B-value to###B-intent make###I-intent the###I-intent picture###I-intent more###I-intent interesting###I-intent|adjust
the###I-mask light###I-mask at###I-mask on###I-mask the###I-mask ceiling###I-mask is###O too###O bright###B-attribute make###B-action it###O less###B-value bright###B-attribute|adjust
remove###B-action the###B-mask people###B-mask in###I-mask white###I-mask from###I-mask behind###I-mask the###B-mask couple###I-mask in###I-mask gray###I-mask and###O move###B-action the###B-mask couple###I-mask in###I-mask gray###I-mask closer###B-destination together###I-destination|move
remove###B-action the###O pigeon###B-mask|delete
remove###B-action the###O buss###B-mask|delete
on###B-mask top###I-mask left###I-mask hand###I-mask corner###I-mask add###B-action leaves###B-mask to###O bare###B-mask tree###I-mask|add
remove###B-action the###I-mask couple###B-mask in###I-mask white###I-mask on###I-mask the###I-mask right###I-mask hand###I-mask side###I-mask of###I-mask the###I-mask screen###I-mask|delete
white###B-attribute on###O shirts###B-mask is###O over###O exposed###O need###O to###O be###O toned###B-action down###B-value|adjust
add###B-action more###B-value contrast###B-attribute between###B-mask people###I-mask and###I-mask trees###I-mask|adjust
photo###B-mask needs###B-action to###O be###O sharpened###B-attribute|adjust
all###O over###O exposure###B-attribute need###O to###O be###O toned###B-action down###B-value some###I-value|adjust
crop###I-intent of###O the###B-mask right###I-mask to###B-intent crop###I-intent background###I-intent people###I-intent out###I-intent|crop
nice###B-comment|comment
great###B-comment|comment
super###B-comment|comment
awesome###B-comment|comment
fantastic###B-comment|comment
really###B-comment great###I-comment one###I-comment just###I-comment blur###I-comment want###I-comment to###I-comment reduced###I-comment take###I-comment photo###I-comment without###I-comment a###I-comment shake###I-comment|comment
crop###B-action out###B-value everything###B-mask but###I-mask the###I-mask girl###I-mask in###I-mask the###I-mask center###I-mask|crop
crop###B-action out###B-value everything###B-mask to###I-mask the###I-mask right###I-mask of###I-mask the###I-mask girl###I-mask|crop
darken###B-attribute the###B-mask background###I-mask|adjust
blur###B-attribute the###B-mask background###I-mask|adjust
sharpen###B-attribute the###B-mask entire###I-mask image###I-mask|adjust
add###B-action 25###B-value sharpness###B-attribute|adjust
add###B-action 10###B-value contrast###B-attribute|adjust
decrease###B-action temperature###B-attribute by###O 5###B-value|adjust
add###B-action viginette###B-attribute by###O 20###B-value|adjust
add###B-action 10###B-value highlights###B-attribute|adjust
really###B-comment good###I-comment|comment
awesome###B-comment one###I-comment|comment
want###B-comment to###I-comment take###I-comment it###I-comment in###I-comment sunny###I-comment mode###I-comment|comment
love###B-comment it###I-comment|comment
super###B-comment click###I-comment|comment
really###B-comment this###I-comment is###I-comment super###I-comment clickno###I-comment other###I-comment edits###I-comment needed###I-comment|comment
make###B-action the###B-mask bus###I-mask pop###B-intent out###I-intent more###I-intent with###O color###B-attribute|adjust
the###B-mask background###I-mask is###O grainy###O so###O will###O need###B-action to###O sharpen###B-attribute more###B-value|adjust
cop###B-action out###B-value the###I-mask guy###I-mask on###I-mask the###I-mask bike###I-mask|crop
photo###B-mask needs###B-action more###B-value contrast###B-attribute to###B-intent make###I-intent it###I-intent interesting###I-intent|adjust
reduce###B-action the###I-mask shadow###B-attribute above###B-mask the###I-mask bus###I-mask|adjust
in###B-mask the###I-mask window###I-mask of###I-mask the###I-mask buss###I-mask remove###B-action the###I-mask white###B-mask piece###I-mask of###I-mask paper###I-mask with###I-mask the###I-mask faded###I-mask 02###I-mask|delete
remove###B-action glare###B-mask from###I-mask transom###I-mask and###O fill###B-action in###O destination###B-mask|add
remove###B-action the###I-mask antennas###B-mask from###O the###I-mask buildings###I-mask in###I-mask the###I-mask background###I-mask|delete
remove###B-action reflection###B-mask of###I-mask the###I-mask person###I-mask from###O the###I-mask front###I-mask two###I-mask panels###I-mask of###I-mask the###I-mask bus###I-mask door###I-mask|delete
two###B-mask the###I-mask right###I-mask of###I-mask the###I-mask transom###I-mask is###I-mask the###I-mask lintel###I-mask of###I-mask a###I-mask building###I-mask with###I-mask a###I-mask red###I-mask blue###I-mask and###I-mask yellow###I-mask logo###I-mask half###I-mask obscured###I-mask just###O change###B-action to###O white###B-attribute|adjust
increase###B-action background###B-mask|other
shadows###B-comment should###I-comment not###I-comment be###I-comment found###I-comment|comment
background###B-comment should###I-comment be###I-comment clear###I-comment|comment
colour###B-comment should###I-comment be###I-comment bright###I-comment|comment
sky###B-mask colour###B-attribute should###O be###B-action low###B-value bright###I-value|adjust
the###B-comment photo###I-comment is###I-comment vey###I-comment nice###I-comment|comment
make###B-comment it###I-comment for###I-comment the###I-comment natural###I-comment background###I-comment pictures###I-comment are###I-comment good###I-comment|comment
blue###B-comment color###I-comment ic###I-comment from###I-comment up###I-comment down###I-comment process###I-comment are###I-comment very###I-comment well###I-comment|comment
all###B-comment the###I-comment scenario###I-comment is###I-comment excellent###I-comment|comment
different###B-comment items###I-comment are###I-comment entered###I-comment in###I-comment to###I-comment the###I-comment process###I-comment of###I-comment organized###I-comment|comment
the###B-intent picture###I-intent is###I-intent too###I-intent dark###I-intent make###B-action it###O brighter###B-attribute|adjust
